Loss,LMI_category,EventID,tc_id,Iteration,LFI_ms
105967933.4,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-177-7,177-7,3177,
661278.7749,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-177-8,177-8,3177,33.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-177-9,177-9,3177,18.10844231
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-178-0,178-0,3178,
1263092993,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-178-1,178-1,3178,28.8
157627.0448,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-178-2,178-2,3178,21.10663081
2972243.355,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-178-3,178-3,3178,21.3
11872719.38,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-178-4,178-4,3178,18.3
4041802.853,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-178-5,178-5,3178,21.4
204465.3464,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-178-6,178-6,3178,21.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-179-0,179-0,3179,
1796144420,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-179-1,179-1,3179,34.6
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-179-2,179-2,3179,
17085693.91,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-179-3,179-3,3179,21.5
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-0,180-0,3180,
12932.75038,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-1,180-1,3180,18
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-2,180-2,3180,
7250921517,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-3,180-3,3180,55.5
1328339948,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-4,180-4,3180,17.8
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-5,180-5,3180,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-6,180-6,3180,
133507608.8,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-7,180-7,3180,24.91050524
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-8,180-8,3180,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-9,180-9,3180,
187760.1902,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-10,180-10,3180,
3715654.995,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-11,180-11,3180,
657684156.2,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-12,180-12,3180,40.6
207938042.7,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-13,180-13,3180,17.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-14,180-14,3180,
219964322.6,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-180-15,180-15,3180,27.31630268
18970377.72,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-0,181-0,3181,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-1,181-1,3181,
167419.587,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-2,181-2,3181,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-3,181-3,3181,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-4,181-4,3181,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-5,181-5,3181,
2191283.789,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-6,181-6,3181,
11640774670,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-7,181-7,3181,56.3
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-8,181-8,3181,
54149285821,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-9,181-9,3181,49
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-10,181-10,3181,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-11,181-11,3181,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-12,181-12,3181,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-13,181-13,3181,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-181-14,181-14,3181,
11618067931,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-0,182-0,3182,43.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-1,182-1,3182,
108861368.7,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-2,182-2,3182,34.3
9087889891,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-3,182-3,3182,33.4
13270888610,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-4,182-4,3182,46.5
85815404.05,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-5,182-5,3182,23.7083964
63368579.14,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-6,182-6,3182,23.11632575
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-7,182-7,3182,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-8,182-8,3182,
8142591893,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-9,182-9,3182,26.9
67385751771,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-10,182-10,3182,46.6
73129079.47,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-11,182-11,3182,17.75105548
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-12,182-12,3182,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-182-13,182-13,3182,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-183-0,183-0,3183,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-183-1,183-1,3183,
18603.28445,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-183-2,183-2,3183,18.6
2254013696,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-183-3,183-3,3183,46.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-183-4,183-4,3183,17.83918608
1067771998,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-183-5,183-5,3183,29
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-184-0,184-0,3184,
351365591,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-184-1,184-1,3184,29
59212978498,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-184-2,184-2,3184,66.348783
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-184-3,184-3,3184,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-184-4,184-4,3184,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-184-5,184-5,3184,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-0,185-0,3185,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-1,185-1,3185,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-2,185-2,3185,
5295192632,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-3,185-3,3185,29.03478438
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-4,185-4,3185,
7089028812,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-5,185-5,3185,58.8
49176170927,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-6,185-6,3185,55.6
30470712709,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-7,185-7,3185,44.8
571397722.2,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-8,185-8,3185,29.83989165
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-9,185-9,3185,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-10,185-10,3185,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-11,185-11,3185,
12564689.87,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-185-12,185-12,3185,19.44760737
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-186-0,186-0,3186,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-186-1,186-1,3186,
86826.54078,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-186-2,186-2,3186,25.9
283178849.3,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-186-3,186-3,3186,24.9
22093.27509,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-186-4,186-4,3186,17.73813707
820970669.4,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-186-5,186-5,3186,36.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-186-6,186-6,3186,
17881848.52,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-0,187-0,3187,17.03516905
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-1,187-1,3187,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-2,187-2,3187,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-3,187-3,3187,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-4,187-4,3187,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-5,187-5,3187,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-6,187-6,3187,
52492656051,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-7,187-7,3187,58.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-8,187-8,3187,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-9,187-9,3187,
16806430899,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-10,187-10,3187,28.50525972
7678538.29,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-11,187-11,3187,22.3
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-12,187-12,3187,
5669315594,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-187-13,187-13,3187,39
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-0,188-0,3188,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-1,188-1,3188,
17563570414,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-2,188-2,3188,53.3
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-3,188-3,3188,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-4,188-4,3188,
236627860,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-5,188-5,3188,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-6,188-6,3188,
11168450855,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-7,188-7,3188,50
2523945.224,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-8,188-8,3188,22.3
524421.5856,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-9,188-9,3188,13.19588572
14039.54296,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-10,188-10,3188,
3197908.409,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-188-11,188-11,3188,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-0,189-0,3189,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-1,189-1,3189,
14736696851,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-2,189-2,3189,50.84036347
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-3,189-3,3189,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-4,189-4,3189,18.10844231
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-5,189-5,3189,
8251834700,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-6,189-6,3189,34.80421455
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-189-7,189-7,3189,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-0,190-0,3190,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-1,190-1,3190,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-2,190-2,3190,
24125015912,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-3,190-3,3190,43.84181603
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-4,190-4,3190,
199848849.8,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-5,190-5,3190,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-6,190-6,3190,
599664018.1,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-190-7,190-7,3190,42.8
2734227038,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-0,191-0,3191,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-1,191-1,3191,
15859793442,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-2,191-2,3191,31.25449663
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-3,191-3,3191,
112514455.9,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-4,191-4,3191,31.7
59098899517,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-5,191-5,3191,50.71462517
437658.7327,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-6,191-6,3191,16.97251048
1264854.284,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-7,191-7,3191,
48195.16966,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-8,191-8,3191,
1104465485,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-9,191-9,3191,31
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-10,191-10,3191,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-11,191-11,3191,
1201126661,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-12,191-12,3191,42.20011283
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-13,191-13,3191,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-14,191-14,3191,
9706.616825,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-191-15,191-15,3191,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-0,192-0,3192,
4553344121,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-1,192-1,3192,53.2
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-2,192-2,3192,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-3,192-3,3192,
711314955.3,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-4,192-4,3192,34.9
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-5,192-5,3192,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-6,192-6,3192,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-7,192-7,3192,
1.402856948,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-8,192-8,3192,21.54289407
15731.38489,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-9,192-9,3192,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-10,192-10,3192,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-11,192-11,3192,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-12,192-12,3192,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-192-13,192-13,3192,
3786111581,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-193-0,193-0,3193,41.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-193-1,193-1,3193,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-193-2,193-2,3193,
963065468.2,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-193-3,193-3,3193,24.34221165
1347574851,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-193-4,193-4,3193,33.2
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-193-5,193-5,3193,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-0,194-0,3194,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-1,194-1,3194,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-2,194-2,3194,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-3,194-3,3194,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-4,194-4,3194,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-5,194-5,3194,
762209633.4,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-6,194-6,3194,39.9
16664640.61,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-7,194-7,3194,24.9
2540511.149,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-8,194-8,3194,26.9
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-9,194-9,3194,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-10,194-10,3194,
37889838700,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-11,194-11,3194,59.63972961
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-12,194-12,3194,
3022921594,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-13,194-13,3194,41.4
230455571.8,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-14,194-14,3194,40.24892734
1380679707,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-194-15,194-15,3194,32.80637658
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-0,195-0,3195,
264274830.8,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-1,195-1,3195,23.4
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-2,195-2,3195,
145886273.9,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-3,195-3,3195,30.80969701
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-4,195-4,3195,
66271849.01,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-5,195-5,3195,25.81576883
133564518.9,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-6,195-6,3195,29.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-195-7,195-7,3195,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-0,196-0,3196,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-1,196-1,3196,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-2,196-2,3196,
89981.57141,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-3,196-3,3196,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-4,196-4,3196,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-5,196-5,3196,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-6,196-6,3196,
5050864.411,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-7,196-7,3196,17.92686346
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-8,196-8,3196,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-9,196-9,3196,
1547549.659,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-10,196-10,3196,20
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-196-11,196-11,3196,
25001012836,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-0,197-0,3197,54.3
3927774.136,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-1,197-1,3197,32.6
136.562621,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-2,197-2,3197,
2001423.703,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-3,197-3,3197,26.71892812
22928543.35,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-4,197-4,3197,30.63496512
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-5,197-5,3197,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-6,197-6,3197,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-7,197-7,3197,
76365748.6,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-8,197-8,3197,32.62574853
597.0031029,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-9,197-9,3197,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-10,197-10,3197,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-197-11,197-11,3197,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-0,198-0,3198,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-1,198-1,3198,
8273.385331,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-2,198-2,3198,
15485524.88,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-3,198-3,3198,
22051740589,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-4,198-4,3198,73.7
3604856520,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-5,198-5,3198,48.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-6,198-6,3198,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-7,198-7,3198,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-8,198-8,3198,
35233764.14,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-9,198-9,3198,29.62690149
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-10,198-10,3198,
27974183.62,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-198-11,198-11,3198,25.7
24421227.82,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-0,199-0,3199,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-1,199-1,3199,
2478391376,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-2,199-2,3199,29.63686205
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-3,199-3,3199,
320151836.4,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-4,199-4,3199,35
633422083.7,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-5,199-5,3199,26.9
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-6,199-6,3199,
73292535.34,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-7,199-7,3199,16.36170517
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-8,199-8,3199,
72224.10282,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-9,199-9,3199,20.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-10,199-10,3199,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-11,199-11,3199,
128566.3676,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-12,199-12,3199,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-199-13,199-13,3199,
177171.764,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-0,200-0,3200,21.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-1,200-1,3200,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-2,200-2,3200,
369621.7473,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-3,200-3,3200,18.7
3757890297,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-4,200-4,3200,29.6903761
724921152.5,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-5,200-5,3200,32.40142809
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-6,200-6,3200,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-7,200-7,3200,
62763707.44,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-8,200-8,3200,24.53872272
6298515.372,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-200-9,200-9,3200,30
6091867.139,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-201-0,201-0,3201,17.40753382
336411183.7,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-201-1,201-1,3201,35.3
1795.51019,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-201-2,201-2,3201,16.5
1185144.683,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-201-3,201-3,3201,27.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-201-4,201-4,3201,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-201-5,201-5,3201,
26676368.42,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-201-6,201-6,3201,28
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-0,202-0,3202,
938.7071595,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-1,202-1,3202,19.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-2,202-2,3202,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-3,202-3,3202,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-4,202-4,3202,
62489363.29,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-5,202-5,3202,28.1
120455.3361,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-6,202-6,3202,
1354437090,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-7,202-7,3202,32.51800868
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-8,202-8,3202,
105220666.8,3,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-9,202-9,3202,14.3
18064648318,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-202-10,202-10,3202,42.3
98274165.39,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-203-0,203-0,3203,28.8
837225993.4,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-203-1,203-1,3203,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-203-2,203-2,3203,
7980.191349,2,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-203-3,203-3,3203,19.9
6138.334697,1,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-203-4,203-4,3203,
73828830036,5,STORM_DATA_IBTRACS_NA_1000_YEARS_3.txt-203-5,203-5,3203,64.3
