Loss,LMI_category,EventID,tc_id,Iteration,LFI_ms
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-245-7,245-7,5245,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-245-8,245-8,5245,
1291530396,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-245-9,245-9,5245,32
42007657.73,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-0,246-0,5246,21.81356621
17367837675,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-1,246-1,5246,43.7
163123164.3,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-2,246-2,5246,29.72274481
274388640.5,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-3,246-3,5246,37.7
308648433,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-4,246-4,5246,21.70805822
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-5,246-5,5246,
2041492275,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-6,246-6,5246,38.7
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-7,246-7,5246,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-8,246-8,5246,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-9,246-9,5246,
30822977424,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-10,246-10,5246,37.9
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-11,246-11,5246,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-246-12,246-12,5246,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-0,247-0,5247,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-1,247-1,5247,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-2,247-2,5247,
53768523.47,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-3,247-3,5247,31.60581974
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-4,247-4,5247,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-5,247-5,5247,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-6,247-6,5247,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-7,247-7,5247,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-8,247-8,5247,
55333.94953,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-9,247-9,5247,21
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-10,247-10,5247,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-11,247-11,5247,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-12,247-12,5247,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-13,247-13,5247,
3559118023,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-14,247-14,5247,42.4
847916057.5,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-247-15,247-15,5247,23.8
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-0,248-0,5248,
60781569770,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-1,248-1,5248,66.1
21509904.62,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-2,248-2,5248,28.3
7252.168887,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-3,248-3,5248,18.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-4,248-4,5248,
6506406345,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-5,248-5,5248,40.2
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-6,248-6,5248,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-7,248-7,5248,
17104080330,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-8,248-8,5248,31.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-9,248-9,5248,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-10,248-10,5248,
3209459947,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-11,248-11,5248,27.8
4690160.535,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-248-12,248-12,5248,18.5
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-249-0,249-0,5249,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-249-1,249-1,5249,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-249-2,249-2,5249,
349864536.3,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-249-3,249-3,5249,24.8
539701.0647,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-250-0,250-0,5250,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-250-1,250-1,5250,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-250-2,250-2,5250,
3887508079,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-250-3,250-3,5250,30.1
1542446982,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-250-4,250-4,5250,21
307014130.9,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-250-5,250-5,5250,25
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-251-0,251-0,5251,
23944835634,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-251-1,251-1,5251,48.8
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-251-2,251-2,5251,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-251-3,251-3,5251,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-251-4,251-4,5251,
19544231.16,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-251-5,251-5,5251,14.15149651
5765817218,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-0,252-0,5252,24.13899702
899273.2819,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-1,252-1,5252,18.10844231
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-2,252-2,5252,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-3,252-3,5252,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-4,252-4,5252,
443288790.4,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-5,252-5,5252,26.72133425
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-6,252-6,5252,
23264205623,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-7,252-7,5252,51.6
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-8,252-8,5252,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-9,252-9,5252,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-10,252-10,5252,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-252-11,252-11,5252,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-0,253-0,5253,
3958481.332,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-1,253-1,5253,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-2,253-2,5253,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-3,253-3,5253,
2136784.91,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-4,253-4,5253,24.9
1685492840,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-5,253-5,5253,36.01129035
260007161,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-6,253-6,5253,29.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-7,253-7,5253,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-8,253-8,5253,17.16070291
629903691.8,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-9,253-9,5253,25.04736884
146138686.7,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-10,253-10,5253,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-11,253-11,5253,
12850738.97,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-12,253-12,5253,35.72632487
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-253-13,253-13,5253,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-0,254-0,5254,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-1,254-1,5254,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-2,254-2,5254,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-3,254-3,5254,
22762496622,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-4,254-4,5254,38.7
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-5,254-5,5254,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-6,254-6,5254,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-7,254-7,5254,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-254-8,254-8,5254,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-0,255-0,5255,
4236087806,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-1,255-1,5255,36.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-2,255-2,5255,
297304330,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-3,255-3,5255,39.51009737
32248816617,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-4,255-4,5255,41.6
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-5,255-5,5255,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-6,255-6,5255,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-7,255-7,5255,
337593405.3,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-8,255-8,5255,25.8
6366403.611,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-255-9,255-9,5255,23.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-0,256-0,5256,
2777703950,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-1,256-1,5256,32.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-2,256-2,5256,
404418929.6,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-3,256-3,5256,45.14992092
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-4,256-4,5256,
5890611.003,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-5,256-5,5256,24.2
45275227.11,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-6,256-6,5256,
2488816725,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-7,256-7,5256,29.2
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-8,256-8,5256,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-9,256-9,5256,
58798368.67,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-10,256-10,5256,26.1
82383921.64,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-256-11,256-11,5256,13.22678462
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-257-0,257-0,5257,
318084863.1,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-257-1,257-1,5257,17.00657364
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-257-2,257-2,5257,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-257-3,257-3,5257,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-257-4,257-4,5257,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-257-5,257-5,5257,
322923421,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-257-6,257-6,5257,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-0,258-0,5258,
314236329.1,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-1,258-1,5258,22.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-2,258-2,5258,
21990789733,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-3,258-3,5258,55.32083203
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-4,258-4,5258,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-5,258-5,5258,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-6,258-6,5258,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-7,258-7,5258,
1518684486,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-8,258-8,5258,28.8
48758095213,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-258-9,258-9,5258,45.2
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-0,259-0,5259,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-1,259-1,5259,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-2,259-2,5259,
582351098.2,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-3,259-3,5259,38.93414388
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-4,259-4,5259,
61019277107,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-5,259-5,5259,47.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-6,259-6,5259,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-7,259-7,5259,
175433216.6,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-8,259-8,5259,29.2
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-259-9,259-9,5259,
5344.03844,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-0,260-0,5260,
38307648.42,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-1,260-1,5260,32
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-2,260-2,5260,
1.37667E+11,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-3,260-3,5260,55.54660317
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-4,260-4,5260,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-5,260-5,5260,
121884645.9,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-6,260-6,5260,28.60373488
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-7,260-7,5260,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-8,260-8,5260,
463325.6166,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-9,260-9,5260,16.6
472885345.7,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-10,260-10,5260,41.6
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-11,260-11,5260,
1.18388E+11,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-260-12,260-12,5260,43.10658416
11028874.44,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-0,261-0,5261,37.8
757866.2156,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-1,261-1,5261,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-2,261-2,5261,
1019717.891,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-3,261-3,5261,20.1
13379740947,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-4,261-4,5261,
183674487.1,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-5,261-5,5261,25.8
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-6,261-6,5261,
836664.5294,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-7,261-7,5261,15.5
67728.91001,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-8,261-8,5261,17.82837146
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-261-9,261-9,5261,
8.785137126,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-0,262-0,5262,
295425.4844,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-1,262-1,5262,16.12829144
308596137.5,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-2,262-2,5262,35.3
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-3,262-3,5262,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-4,262-4,5262,
262563.6156,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-5,262-5,5262,16.22256381
33411915587,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-6,262-6,5262,38.416603
9390916.201,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-7,262-7,5262,24.4
36001777729,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-8,262-8,5262,46.3
1989419295,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-9,262-9,5262,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-262-10,262-10,5262,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-0,263-0,5263,
34445.9751,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-1,263-1,5263,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-2,263-2,5263,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-3,263-3,5263,
810.1488684,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-4,263-4,5263,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-5,263-5,5263,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-6,263-6,5263,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-263-7,263-7,5263,
159813123.1,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-264-0,264-0,5264,30.62476877
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-264-1,264-1,5264,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-264-2,264-2,5264,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-264-3,264-3,5264,
11190704641,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-264-4,264-4,5264,33.2
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-264-5,264-5,5264,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-264-6,264-6,5264,
1624900855,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-0,265-0,5265,38.2
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-1,265-1,5265,
3474895550,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-2,265-2,5265,21.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-3,265-3,5265,
75614320.5,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-4,265-4,5265,
452.0999713,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-5,265-5,5265,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-6,265-6,5265,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-7,265-7,5265,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-8,265-8,5265,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-9,265-9,5265,
2595124593,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-10,265-10,5265,27.1
719490300.6,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-265-11,265-11,5265,26.10527294
2415030.3,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-0,266-0,5266,23.9
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-1,266-1,5266,
303365113.3,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-2,266-2,5266,28.3
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-3,266-3,5266,
264224.3243,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-4,266-4,5266,26.5
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-5,266-5,5266,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-6,266-6,5266,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-7,266-7,5266,
32542.30826,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-8,266-8,5266,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-9,266-9,5266,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-10,266-10,5266,
9261767579,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-11,266-11,5266,28.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-12,266-12,5266,
2326905.951,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-13,266-13,5266,20.5
116907349.2,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-14,266-14,5266,25.9
1136055089,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-266-15,266-15,5266,25.32192873
1466.139776,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-0,267-0,5267,
501903054.1,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-1,267-1,5267,36.4
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-2,267-2,5267,
28210436.9,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-3,267-3,5267,
236447738.3,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-4,267-4,5267,21.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-5,267-5,5267,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-6,267-6,5267,
43135133.61,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-267-7,267-7,5267,22.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-0,268-0,5268,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-1,268-1,5268,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-2,268-2,5268,
278.5148512,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-3,268-3,5268,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-4,268-4,5268,
26479565675,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-5,268-5,5268,48
16164737.46,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-6,268-6,5268,22.7
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-268-7,268-7,5268,15.36705944
8161011.975,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-0,269-0,5269,
78183596254,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-1,269-1,5269,53
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-2,269-2,5269,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-3,269-3,5269,
286977762,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-4,269-4,5269,29
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-5,269-5,5269,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-6,269-6,5269,
60941142.17,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-7,269-7,5269,24.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-8,269-8,5269,
1714299037,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-9,269-9,5269,28.10154425
358646435,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-10,269-10,5269,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-11,269-11,5269,
1828.579234,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-12,269-12,5269,21.5
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-13,269-13,5269,15.17943872
3247365717,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-269-14,269-14,5269,30.9
64.4564282,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-0,270-0,5270,
696327.8728,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-1,270-1,5270,
387013.1907,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-2,270-2,5270,
9467939.081,5,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-3,270-3,5270,
19929859.41,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-4,270-4,5270,27.6
0.006296154,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-5,270-5,5270,21.8
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-6,270-6,5270,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-7,270-7,5270,
13402872087,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-8,270-8,5270,61.1163975
21305218.63,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-9,270-9,5270,25.7
67009462193,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-10,270-10,5270,42.93115364
5614019.731,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-11,270-11,5270,20.74745961
4143400.247,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-12,270-12,5270,33.3
3585244060,3,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-13,270-13,5270,46.9
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-270-14,270-14,5270,
10949434342,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-0,271-0,5271,39.9
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-1,271-1,5271,
458675621,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-2,271-2,5271,26.5
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-3,271-3,5271,
58882.11082,0,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-4,271-4,5271,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-5,271-5,5271,
254.846297,4,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-6,271-6,5271,
2722602.024,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-7,271-7,5271,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-8,271-8,5271,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_5.txt-271-9,271-9,5271,
